n_it,design,vsr,timeTrend,useLogReg,modelTT,maxN,burnin,interimfrequency,blockcontrol,threshold0,activetowin,futility,armDropFixed,spendingFunParam
10000,armdroppbo,halfnugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,null,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,nugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,mixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,twolow,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,twohigh,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,threemixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,halfnugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,null,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,nugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,mixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,twolow,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,twohigh,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,threemixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,halfnugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,null,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,null,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,nugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,mixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twolow,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,twohigh,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,threemixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdroppbo,halfnugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-4
10000,armdropmax,null,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,null,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,nugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,mixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twolow,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,twohigh,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,threemixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdropmax,halfnugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,armdroppbo,null,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,linearUp,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,linearDown,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,seasonal,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,changepoint,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,flat,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,linearUp,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,linearDown,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,seasonal,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,null,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,nugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,mixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twolow,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,twohigh,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,threemixed,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,armdroppbo,halfnugget,changepoint,TRUE,FALSE,240,48,24,8,0.083333333,TRUE,FALSE,FALSE,-4
10000,mams,null,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
10000,mams,nugget,flat,TRUE,TRUE,240,48,24,8,0.083333333,TRUE,FALSE,TRUE,-0.5
